Time,Overall TestResult,Result Info:,,Result Info:,Test Result:,100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000,9000,10000,Result Info:,Test Result:,100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000,9000,10000,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,50,56,63,71,80,90,100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000,9000,10000,11200,12500,14000,Result Info:,Test Result:,50,56,63,71,80,90,100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000,9000,10000,11200,12500,14000,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,,Result Info:,Test Result:,
,,,,,Lower Limit,-26.8,-25.9,-25,-24.2,-23.1,-22.1,-18.5,-21,-20.1,-19.5,-18.9,-18.3,-17.8,-17.4,-17.1,-16.8,-16.5,-16.3,-16.1,-16.1,-11,-16.2,-16.3,-16.1,-15.9,-15.8,-15.7,-15.6,-15.4,-15.3,-15.2,-15,-12,-14.7,-14.9,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,,Lower Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Limit,-11,,Lower Limit,,,Lower Limit,-18.5,,Lower Limit,-12,,Lower Limit,-12,,Lower Limit,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-38,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39,-41,-41,-41,-41,-41,-41,-41,-41,,,,,Lower Limit,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-38,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39.5,-39,-41,-41,-41,-41,-41,-41,-41,-41,,,,,Lower Limit,-38,,Lower Limit,-38,,Lower Limit,,,Lower Limit,,,Lower Limit,-41,,Lower Limit,-41,,Lower Limit,-41,,Lower Limit,-41,,Lower Limit,-41,,Lower Limit,-41
,,,,,Upper Limit,-16.8,-15.9,-15,-14.2,-13.1,-12.1,-14.5,-11,-10.1,-9.5,-8.9,-8.3,-7.8,-7.4,-7.1,-6.8,-6.5,-6.3,-6.1,-6.1,-9,-6.2,-6.3,-6.1,-5.9,-5.8,-5.7,-5.6,-5.4,-5.3,-5.2,-5,-8,-5,-5,-5,-5,-5,-5,-5,-5,,Upper Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper Limit,-9,,Upper Limit,1,,Upper Limit,-14.5,,Upper Limit,-8,,Upper Limit,-8,,Upper Limit,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-35,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-36,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-33,-33,-33,-35,-27,-27,-27,-27,-27,-27,-27,-27,,,,,Upper Limit,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-35,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-36,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-34.5,-33,-33,-33,-35,-27,-27,-27,-27,-27,-27,-27,-27,,,,,Upper Limit,-36,,Upper Limit,-36,,Upper Limit,0.5,,Upper Limit,0.5,,Upper Limit,-32,,Upper Limit,-32,,Upper Limit,-32,,Upper Limit,-32,,Upper Limit,-32,,Upper Limit,-32
2026-04-28 10:45,Pass,扫码-Serial Number,"96575GJ010/6A26040900011	",模拟麦克风测试-Frequency response (dBV),Pass,-21.774,-20.888,-20.085,-19.268,-18.25,-17.408,-16.378,-16.035,-15.377,-14.58,-13.997,-13.382,-12.765,-12.251,-11.921,-11.539,-11.253,-10.944,-10.482,-10.267,-10.179,-10.204,-10.229,-10.269,-10.325,-10.394,-10.49,-10.497,-10.521,-10.518,-10.452,-10.409,-10.234,-9.864,-9.989,-10.033,-9.857,-9.674,-9.501,-9.419,-9.561,模拟麦克风测试-THD (%),Not Evaluated,0.075,0.098,0.303,0.406,0.521,0.304,0.198,0.191,0.136,0.194,0.127,0.093,0.099,0.074,0.483,0.14,0.261,0.472,0.869,0.802,0.324,0.235,0.144,0.169,0.586,0.914,0.198,0.132,0.271,0.198,0.562,0.122,0.076,0.22,0.168,0.114,0.382,0.216,0.269,0.055,0.136,模拟麦克风测试-Sensitivity (dBV),Pass,-10.179,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.324,检查模拟麦-Pick Single Value From Curve 200_Picked Single Value_Checked Single Value (dBV),Pass,-16.378,检查模拟麦-Pick Single Value From Curve 4000_Picked Single Value_Checked Single Value (dBV),Pass,-10.234,检查模拟麦-Pick Single Value From Curve 7000_Picked Single Value_Checked Single Value (dBV),Pass,-9.697,检查数字麦3-Checked Curve (dBV),Pass,-37.014,-36.913,-36.799,-36.767,-36.759,-36.747,-36.769,-36.766,-36.74,-36.752,-36.71,-36.691,-36.66,-36.674,-36.677,-36.64,-36.642,-36.618,-36.637,-36.653,-36.655,-36.687,-36.715,-36.716,-36.73,-36.754,-36.791,-36.807,-36.819,-36.824,-36.748,-36.721,-36.718,-36.715,-36.723,-36.706,-36.679,-36.84,-36.853,-36.617,-36.779,-36.993,-36.939,-36.719,-36.55,-36.199,-36.171,-36.02,-35.283,-34.801,检查数字麦4-Checked Curve (dBV),Pass,-36.975,-36.873,-36.757,-36.721,-36.71,-36.691,-36.699,-36.699,-36.694,-36.723,-36.707,-36.706,-36.68,-36.708,-36.717,-36.654,-36.651,-36.627,-36.642,-36.655,-36.659,-36.685,-36.714,-36.72,-36.719,-36.738,-36.756,-36.779,-36.8,-36.792,-36.773,-36.744,-36.677,-36.692,-36.676,-36.645,-36.624,-36.504,-36.288,-36.122,-35.975,-35.734,-35.908,-36.163,-36.117,-37.007,-36.429,-36.73,-37.035,-35.65,MIC FR-Sensitivity_Ch1 (dBV),Pass,-36.791,MIC FR-Sensitivity_Ch2 (dBV),Pass,-36.756,检查数字麦1000Hz THD-Checked Value 1 (%),Pass,0.038,检查数字麦1000Hz THD-Checked Value 2 (%),Pass,0.034,检查数字麦200、4000、7000-Checked Value 1 (dBV),Pass,-36.66,检查数字麦200、4000、7000-Checked Value 2 (dBV),Pass,-36.853,检查数字麦200、4000、7000-Checked Value 3 (dBV),Pass,-36.747,检查数字麦200、4000、7000-Checked Value 4 (dBV),Pass,-36.68,检查数字麦200、4000、7000-Checked Value 5 (dBV),Pass,-36.288,检查数字麦200、4000、7000-Checked Value 6 (dBV),Pass,-36.132
2026-04-28 10:45,Pass,扫码-Serial Number,"96575GJ010/6A26040900012	",模拟麦克风测试-Frequency response (dBV),Pass,-21.758,-20.863,-20.049,-19.218,-18.183,-17.347,-16.315,-15.984,-15.334,-14.545,-13.982,-13.385,-12.777,-12.266,-11.947,-11.562,-11.288,-11.01,-10.55,-10.344,-10.263,-10.293,-10.334,-10.377,-10.454,-10.553,-10.665,-10.733,-10.775,-10.78,-10.741,-10.719,-10.681,-10.314,-10.416,-10.44,-10.268,-10.31,-10.143,-10.142,-10.344,模拟麦克风测试-THD (%),Not Evaluated,0.072,0.187,0.218,0.401,0.609,0.261,0.233,0.181,0.159,0.189,0.143,0.107,0.071,0.087,0.498,0.12,0.231,0.425,0.839,0.746,0.275,0.21,0.147,0.137,0.538,0.882,0.165,0.104,0.21,0.155,0.479,0.096,0.058,0.167,0.117,0.107,0.307,0.164,0.231,0.031,0.131,模拟麦克风测试-Sensitivity (dBV),Pass,-10.263,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.275,检查模拟麦-Pick Single Value From Curve 200_Picked Single Value_Checked Single Value (dBV),Pass,-16.315,检查模拟麦-Pick Single Value From Curve 4000_Picked Single Value_Checked Single Value (dBV),Pass,-10.681,检查模拟麦-Pick Single Value From Curve 7000_Picked Single Value_Checked Single Value (dBV),Pass,-10.305,检查数字麦3-Checked Curve (dBV),Pass,-37.559,-37.459,-37.346,-37.314,-37.315,-37.298,-37.316,-37.313,-37.275,-37.283,-37.228,-37.209,-37.177,-37.198,-37.207,-37.173,-37.182,-37.174,-37.191,-37.202,-37.214,-37.232,-37.26,-37.276,-37.297,-37.335,-37.366,-37.399,-37.433,-37.438,-37.397,-37.394,-37.39,-37.421,-37.452,-37.457,-37.488,-37.647,-37.7,-37.535,-37.695,-37.943,-37.898,-37.82,-37.76,-37.546,-37.67,-37.569,-36.981,-36.704,检查数字麦4-Checked Curve (dBV),Pass,-37.133,-37.029,-36.91,-36.868,-36.858,-36.83,-36.828,-36.83,-36.816,-36.833,-36.806,-36.814,-36.789,-36.833,-36.847,-36.782,-36.806,-36.799,-36.814,-36.826,-36.84,-36.864,-36.899,-36.922,-36.937,-36.977,-37.024,-37.061,-37.108,-37.137,-37.195,-37.232,-37.216,-37.283,-37.334,-37.372,-37.429,-37.481,-37.399,-37.31,-37.221,-37.133,-37.33,-37.673,-37.871,-38.595,-38.029,-38.365,-38.408,-37.219,MIC FR-Sensitivity_Ch1 (dBV),Pass,-37.366,MIC FR-Sensitivity_Ch2 (dBV),Pass,-37.024,检查数字麦1000Hz THD-Checked Value 1 (%),Pass,0.04,检查数字麦1000Hz THD-Checked Value 2 (%),Pass,0.044,检查数字麦200、4000、7000-Checked Value 1 (dBV),Pass,-37.177,检查数字麦200、4000、7000-Checked Value 2 (dBV),Pass,-37.7,检查数字麦200、4000、7000-Checked Value 3 (dBV),Pass,-37.83,检查数字麦200、4000、7000-Checked Value 4 (dBV),Pass,-36.789,检查数字麦200、4000、7000-Checked Value 5 (dBV),Pass,-37.399,检查数字麦200、4000、7000-Checked Value 6 (dBV),Pass,-37.631
2026-04-28 10:46,Pass,扫码-Serial Number,"96575GJ010/6A26040900001	",模拟麦克风测试-Frequency response (dBV),Pass,-21.688,-20.794,-19.981,-19.156,-18.124,-17.276,-16.243,-15.9,-15.244,-14.45,-13.868,-13.256,-12.643,-12.129,-11.801,-11.415,-11.142,-10.855,-10.393,-10.171,-10.091,-10.113,-10.137,-10.159,-10.197,-10.286,-10.378,-10.488,-10.493,-10.48,-10.486,-10.443,-10.395,-9.952,-10.039,-10.201,-10.08,-9.944,-9.769,-9.704,-9.847,模拟麦克风测试-THD (%),Not Evaluated,0.039,0.237,1.024,1.14,0.62,0.616,0.178,0.173,0.181,0.197,0.122,0.102,0.089,0.074,0.503,0.121,0.241,0.441,0.847,0.75,0.282,0.223,0.15,0.148,0.561,0.89,0.176,0.122,0.232,0.177,0.472,0.108,0.062,0.176,0.137,0.129,0.348,0.228,0.23,0.022,0.174,模拟麦克风测试-Sensitivity (dBV),Pass,-10.091,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.282,检查模拟麦-Pick Single Value From Curve 200_Picked Single Value_Checked Single Value (dBV),Pass,-16.243,检查模拟麦-Pick Single Value From Curve 4000_Picked Single Value_Checked Single Value (dBV),Pass,-10.395,检查模拟麦-Pick Single Value From Curve 7000_Picked Single Value_Checked Single Value (dBV),Pass,-9.961,检查数字麦3-Checked Curve (dBV),Pass,-37.084,-36.989,-36.88,-36.86,-36.87,-36.868,-36.9,-36.906,-36.878,-36.9,-36.862,-36.846,-36.82,-36.838,-36.85,-36.82,-36.829,-36.822,-36.846,-36.866,-36.873,-36.904,-36.944,-36.963,-36.997,-37.04,-37.084,-37.123,-37.167,-37.193,-37.166,-37.182,-37.22,-37.316,-37.366,-37.409,-37.465,-37.772,-37.942,-37.72,-37.921,-38.159,-38.095,-38.073,-37.914,-37.674,-37.688,-37.486,-36.898,-36.484,检查数字麦4-Checked Curve (dBV),Pass,-37.137,-37.026,-36.9,-36.85,-36.836,-36.81,-36.821,-36.823,-36.81,-36.843,-36.83,-36.827,-36.799,-36.829,-36.842,-36.776,-36.78,-36.758,-36.775,-36.79,-36.797,-36.822,-36.859,-36.871,-36.88,-36.909,-36.942,-36.968,-37.002,-37.01,-37.032,-37.099,-37.039,-37.094,-37.151,-37.137,-37.185,-37.101,-36.914,-36.729,-36.651,-36.446,-36.508,-36.718,-36.706,-37.455,-36.785,-36.851,-36.987,-35.635,MIC FR-Sensitivity_Ch1 (dBV),Pass,-37.084,MIC FR-Sensitivity_Ch2 (dBV),Pass,-36.942,检查数字麦1000Hz THD-Checked Value 1 (%),Pass,0.035,检查数字麦1000Hz THD-Checked Value 2 (%),Pass,0.04,检查数字麦200、4000、7000-Checked Value 1 (dBV),Pass,-36.82,检查数字麦200、4000、7000-Checked Value 2 (dBV),Pass,-37.942,检查数字麦200、4000、7000-Checked Value 3 (dBV),Pass,-38.076,检查数字麦200、4000、7000-Checked Value 4 (dBV),Pass,-36.799,检查数字麦200、4000、7000-Checked Value 5 (dBV),Pass,-36.914,检查数字麦200、4000、7000-Checked Value 6 (dBV),Pass,-36.691
2026-04-28 10:47,Pass,扫码-Serial Number,"96575GJ010/6A26040900003	",模拟麦克风测试-Frequency response (dBV),Pass,-22.173,-21.276,-20.462,-19.619,-18.566,-17.72,-16.67,-16.333,-15.67,-14.871,-14.325,-13.77,-13.19,-12.692,-12.35,-11.938,-11.664,-11.364,-10.878,-10.651,-10.546,-10.606,-10.668,-10.68,-10.694,-10.771,-10.919,-10.938,-10.943,-10.951,-10.842,-10.743,-10.596,-10.2,-10.307,-10.343,-10.114,-10.088,-9.92,-9.885,-10.108,模拟麦克风测试-THD (%),Not Evaluated,0.122,0.168,0.308,0.537,0.601,0.311,0.219,0.182,0.165,0.187,0.13,0.102,0.08,0.066,0.508,0.1,0.192,0.393,0.82,0.659,0.224,0.217,0.145,0.123,0.488,0.911,0.156,0.098,0.154,0.129,0.49,0.088,0.054,0.171,0.128,0.112,0.328,0.181,0.239,0.035,0.157,模拟麦克风测试-Sensitivity (dBV),Pass,-10.546,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.224,检查模拟麦-Pick Single Value From Curve 200_Picked Single Value_Checked Single Value (dBV),Pass,-16.67,检查模拟麦-Pick Single Value From Curve 4000_Picked Single Value_Checked Single Value (dBV),Pass,-10.596,检查模拟麦-Pick Single Value From Curve 7000_Picked Single Value_Checked Single Value (dBV),Pass,-10.091,检查数字麦3-Checked Curve (dBV),Pass,-37.013,-36.917,-36.793,-36.758,-36.758,-36.734,-36.764,-36.77,-36.728,-36.759,-36.699,-36.679,-36.639,-36.657,-36.649,-36.606,-36.641,-36.685,-36.738,-36.772,-36.763,-36.764,-36.798,-36.795,-36.79,-36.807,-36.821,-36.886,-36.956,-36.942,-36.857,-36.891,-36.937,-36.957,-36.988,-37.019,-37.038,-37.246,-37.234,-37.133,-37.322,-37.574,-37.531,-37.404,-37.288,-37.074,-37.077,-36.877,-36.249,-35.885,检查数字麦4-Checked Curve (dBV),Pass,-37.299,-37.198,-37.069,-37.024,-37.014,-36.979,-36.991,-37,-36.977,-37.003,-36.964,-36.97,-36.917,-36.963,-36.954,-36.868,-36.938,-36.97,-37.02,-37.059,-37.054,-37.053,-37.081,-37.073,-37.05,-37.062,-37.071,-37.122,-37.187,-37.174,-37.176,-37.193,-37.182,-37.212,-37.232,-37.27,-37.299,-37.251,-37.115,-37.128,-36.964,-36.796,-36.913,-37.044,-37.117,-37.792,-37.222,-37.548,-37.696,-36.584,MIC FR-Sensitivity_Ch1 (dBV),Pass,-36.821,MIC FR-Sensitivity_Ch2 (dBV),Pass,-37.071,检查数字麦1000Hz THD-Checked Value 1 (%),Pass,0.039,检查数字麦1000Hz THD-Checked Value 2 (%),Pass,0.038,检查数字麦200、4000、7000-Checked Value 1 (dBV),Pass,-36.639,检查数字麦200、4000、7000-Checked Value 2 (dBV),Pass,-37.234,检查数字麦200、4000、7000-Checked Value 3 (dBV),Pass,-37.419,检查数字麦200、4000、7000-Checked Value 4 (dBV),Pass,-36.917,检查数字麦200、4000、7000-Checked Value 5 (dBV),Pass,-37.115,检查数字麦200、4000、7000-Checked Value 6 (dBV),Pass,-37.027
2026-04-28 10:48,Pass,扫码-Serial Number,"96575GJ010/6A26040900002	",模拟麦克风测试-Frequency response (dBV),Pass,-22.236,-21.344,-20.532,-19.694,-18.649,-17.796,-16.745,-16.4,-15.728,-14.926,-14.359,-13.791,-13.205,-12.701,-12.362,-11.944,-11.667,-11.383,-10.899,-10.659,-10.553,-10.616,-10.674,-10.687,-10.69,-10.813,-10.935,-10.894,-10.933,-10.934,-10.851,-10.877,-10.748,-10.368,-10.519,-10.584,-10.376,-10.215,-10,-9.898,-10.082,模拟麦克风测试-THD (%),Not Evaluated,0.129,0.111,0.574,0.252,0.409,0.286,2.6,0.325,0.182,0.202,0.142,0.086,0.081,0.064,0.508,0.108,0.206,0.409,0.854,0.681,0.226,0.231,0.148,0.126,0.498,0.935,0.149,0.109,0.168,0.176,0.543,0.105,0.06,0.165,0.124,0.13,0.368,0.206,0.232,0.042,0.174,模拟麦克风测试-Sensitivity (dBV),Pass,-10.553,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.226,检查模拟麦-Pick Single Value From Curve 200_Picked Single Value_Checked Single Value (dBV),Pass,-16.745,检查模拟麦-Pick Single Value From Curve 4000_Picked Single Value_Checked Single Value (dBV),Pass,-10.748,检查模拟麦-Pick Single Value From Curve 7000_Picked Single Value_Checked Single Value (dBV),Pass,-10.235,检查数字麦3-Checked Curve (dBV),Pass,-36.88,-36.795,-36.688,-36.676,-36.687,-36.681,-36.708,-36.707,-36.668,-36.689,-36.622,-36.6,-36.557,-36.569,-36.574,-36.539,-36.558,-36.598,-36.65,-36.675,-36.67,-36.666,-36.695,-36.705,-36.701,-36.707,-36.718,-36.78,-36.834,-36.813,-36.724,-36.727,-36.75,-36.741,-36.753,-36.75,-36.736,-36.934,-36.999,-36.698,-36.869,-37.014,-36.862,-36.695,-36.52,-36.366,-36.381,-36.227,-35.736,-35.33,检查数字麦4-Checked Curve (dBV),Pass,-37.053,-36.951,-36.827,-36.784,-36.77,-36.736,-36.737,-36.736,-36.717,-36.741,-36.698,-36.7,-36.652,-36.686,-36.688,-36.604,-36.64,-36.671,-36.72,-36.751,-36.745,-36.736,-36.758,-36.741,-36.708,-36.715,-36.716,-36.772,-36.838,-36.812,-36.797,-36.821,-36.739,-36.734,-36.725,-36.67,-36.64,-36.526,-36.305,-36.158,-36.032,-35.849,-35.959,-36.055,-36.114,-36.754,-36.105,-36.35,-36.352,-35.092,MIC FR-Sensitivity_Ch1 (dBV),Pass,-36.718,MIC FR-Sensitivity_Ch2 (dBV),Pass,-36.716,检查数字麦1000Hz THD-Checked Value 1 (%),Pass,0.039,检查数字麦1000Hz THD-Checked Value 2 (%),Pass,0.045,检查数字麦200、4000、7000-Checked Value 1 (dBV),Pass,-36.557,检查数字麦200、4000、7000-Checked Value 2 (dBV),Pass,-36.999,检查数字麦200、4000、7000-Checked Value 3 (dBV),Pass,-36.716,检查数字麦200、4000、7000-Checked Value 4 (dBV),Pass,-36.652,检查数字麦200、4000、7000-Checked Value 5 (dBV),Pass,-36.305,检查数字麦200、4000、7000-Checked Value 6 (dBV),Pass,-36.043
2026-04-28 10:49,Pass,扫码-Serial Number,"96575GJ010/6A26040900004	",模拟麦克风测试-Frequency response (dBV),Pass,-21.644,-20.752,-19.946,-19.115,-18.085,-17.239,-16.198,-15.854,-15.196,-14.406,-13.838,-13.275,-12.695,-12.192,-11.853,-11.437,-11.16,-10.873,-10.371,-10.142,-10.049,-10.108,-10.183,-10.204,-10.264,-10.373,-10.481,-10.495,-10.503,-10.502,-10.433,-10.334,-10.181,-9.832,-9.926,-10.052,-9.932,-9.824,-9.71,-9.668,-9.804,模拟麦克风测试-THD (%),Not Evaluated,0.053,0.139,0.454,0.337,0.522,0.295,0.241,0.177,0.166,0.188,0.103,0.084,0.078,0.073,0.513,0.106,0.22,0.458,0.855,0.712,0.256,0.213,0.154,0.139,0.527,0.888,0.166,0.117,0.204,0.177,0.51,0.11,0.07,0.184,0.154,0.102,0.338,0.181,0.225,0.05,0.158,模拟麦克风测试-Sensitivity (dBV),Pass,-10.049,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.256,检查模拟麦-Pick Single Value From Curve 200_Picked Single Value_Checked Single Value (dBV),Pass,-16.198,检查模拟麦-Pick Single Value From Curve 4000_Picked Single Value_Checked Single Value (dBV),Pass,-10.181,检查模拟麦-Pick Single Value From Curve 7000_Picked Single Value_Checked Single Value (dBV),Pass,-9.837,检查数字麦3-Checked Curve (dBV),Pass,-36.762,-36.69,-36.603,-36.607,-36.639,-36.644,-36.665,-36.67,-36.643,-36.655,-36.604,-36.575,-36.53,-36.543,-36.543,-36.507,-36.528,-36.559,-36.615,-36.643,-36.638,-36.635,-36.664,-36.682,-36.673,-36.692,-36.711,-36.782,-36.862,-36.86,-36.823,-36.836,-36.875,-36.887,-36.903,-36.936,-36.942,-37.283,-37.345,-37.256,-37.475,-37.73,-37.73,-37.601,-37.369,-37.037,-37.189,-37.105,-36.467,-36.221,检查数字麦4-Checked Curve (dBV),Pass,-36.914,-36.829,-36.729,-36.709,-36.719,-36.702,-36.698,-36.699,-36.69,-36.717,-36.692,-36.683,-36.643,-36.666,-36.672,-36.598,-36.607,-36.633,-36.69,-36.725,-36.72,-36.717,-36.744,-36.758,-36.729,-36.745,-36.766,-36.82,-36.902,-36.904,-36.904,-36.948,-36.926,-36.949,-36.979,-37.007,-37.045,-36.998,-36.771,-36.766,-36.627,-36.427,-36.65,-36.899,-36.894,-37.736,-37.1,-37.363,-37.635,-36.267,MIC FR-Sensitivity_Ch1 (dBV),Pass,-36.711,MIC FR-Sensitivity_Ch2 (dBV),Pass,-36.766,检查数字麦1000Hz THD-Checked Value 1 (%),Pass,0.037,检查数字麦1000Hz THD-Checked Value 2 (%),Pass,0.037,检查数字麦200、4000、7000-Checked Value 1 (dBV),Pass,-36.53,检查数字麦200、4000、7000-Checked Value 2 (dBV),Pass,-37.345,检查数字麦200、4000、7000-Checked Value 3 (dBV),Pass,-37.617,检查数字麦200、4000、7000-Checked Value 4 (dBV),Pass,-36.643,检查数字麦200、4000、7000-Checked Value 5 (dBV),Pass,-36.771,检查数字麦200、4000、7000-Checked Value 6 (dBV),Pass,-36.868
2026-04-28 10:50,Pass,扫码-Serial Number,"96575GJ010/6A26040900005	",模拟麦克风测试-Frequency response (dBV),Pass,-21.849,-20.956,-20.147,-19.29,-18.248,-17.407,-16.349,-16.028,-15.361,-14.561,-14.052,-13.495,-12.918,-12.424,-12.089,-11.679,-11.412,-11.122,-10.604,-10.395,-10.291,-10.352,-10.441,-10.451,-10.518,-10.624,-10.751,-10.793,-10.81,-10.827,-10.778,-10.765,-10.638,-10.348,-10.471,-10.596,-10.519,-10.527,-10.436,-10.439,-10.644,模拟麦克风测试-THD (%),Not Evaluated,0.103,0.198,0.22,0.493,0.357,0.301,0.314,0.194,0.151,0.201,0.139,0.093,0.082,0.13,0.521,0.097,0.2,0.415,0.83,0.654,0.226,0.208,0.157,0.124,0.483,0.889,0.148,0.104,0.181,0.137,0.477,0.089,0.059,0.144,0.115,0.104,0.297,0.159,0.215,0.043,0.153,模拟麦克风测试-Sensitivity (dBV),Pass,-10.291,检查模拟麦-提取模拟麦1000Hz THD_Picked Single Value_Checked Single Value (%),Pass,0.226,检查模拟麦-Pick Single Value From Curve 200_Picked Single Value_Checked Single Value (dBV),Pass,-16.349,检查模拟麦-Pick Single Value From Curve 4000_Picked Single Value_Checked Single Value (dBV),Pass,-10.638,检查模拟麦-Pick Single Value From Curve 7000_Picked Single Value_Checked Single Value (dBV),Pass,-10.526,检查数字麦3-Checked Curve (dBV),Pass,-37.197,-37.112,-36.999,-36.972,-36.978,-36.966,-36.986,-36.987,-36.947,-36.958,-36.894,-36.87,-36.822,-36.84,-36.837,-36.796,-36.83,-36.878,-36.927,-36.954,-36.949,-36.943,-36.981,-36.984,-36.98,-37,-37.007,-37.076,-37.141,-37.112,-37.064,-37.061,-37.085,-37.09,-37.085,-37.091,-37.094,-37.238,-37.277,-37.101,-37.263,-37.491,-37.391,-37.227,-37.062,-36.82,-36.987,-36.859,-36.33,-36.114,检查数字麦4-Checked Curve (dBV),Pass,-37.073,-36.976,-36.849,-36.799,-36.782,-36.75,-36.749,-36.744,-36.72,-36.745,-36.697,-36.695,-36.65,-36.675,-36.684,-36.605,-36.627,-36.677,-36.728,-36.761,-36.757,-36.749,-36.774,-36.766,-36.731,-36.74,-36.747,-36.804,-36.88,-36.867,-36.861,-36.893,-36.822,-36.823,-36.829,-36.806,-36.795,-36.705,-36.517,-36.514,-36.34,-36.107,-36.19,-36.263,-36.304,-37.028,-36.33,-36.617,-36.755,-35.53,MIC FR-Sensitivity_Ch1 (dBV),Pass,-37.007,MIC FR-Sensitivity_Ch2 (dBV),Pass,-36.747,检查数字麦1000Hz THD-Checked Value 1 (%),Pass,0.036,检查数字麦1000Hz THD-Checked Value 2 (%),Pass,0.036,检查数字麦200、4000、7000-Checked Value 1 (dBV),Pass,-36.822,检查数字麦200、4000、7000-Checked Value 2 (dBV),Pass,-37.277,检查数字麦200、4000、7000-Checked Value 3 (dBV),Pass,-37.248,检查数字麦200、4000、7000-Checked Value 4 (dBV),Pass,-36.65,检查数字麦200、4000、7000-Checked Value 5 (dBV),Pass,-36.517,检查数字麦200、4000、7000-Checked Value 6 (dBV),Pass,-36.254
